0,q1_22-10_50GB_pyarr,q2_22-10_50GB_pyarr,q3_22-10_50GB_pyarr_p2p,q7_22-10_50GB_pyarr_p2p,q9_22-10_50GB_pyarr
0 days 00:09:11.500492288,,,4411535360.0,4443684864.0,
0 days 00:09:11.500957952,,,4411535360.0,4443684864.0,
0 days 00:09:12.000707072,,,4411535360.0,4443684864.0,
0 days 00:09:12.000920576,,,4411535360.0,4443684864.0,
0 days 00:09:12.500311808,,,4411535360.0,4443684864.0,
0 days 00:09:12.500634112,,,4411535360.0,4443684864.0,
0 days 00:09:13.000406016,,,4411535360.0,4443684864.0,
0 days 00:09:13.000584704,,,4411535360.0,4443684864.0,
0 days 00:09:13.500223744,,,4411535360.0,4443684864.0,
0 days 00:09:13.500538112,,,4411535360.0,4443684864.0,
0 days 00:09:14.000128,,,4411535360.0,4443684864.0,
0 days 00:09:14.000532736,,,4411535360.0,4443684864.0,
0 days 00:09:14.500208640,,,4411535360.0,4443684864.0,
0 days 00:09:14.500269056,,,4411535360.0,4443684864.0,
0 days 00:09:15.000199168,,,4411535360.0,4443684864.0,
0 days 00:09:15.000445696,,,4411535360.0,4443684864.0,
0 days 00:09:15.500568064,,,4411535360.0,4443684864.0,
0 days 00:09:15.500702720,,,4411535360.0,4443684864.0,
0 days 00:09:16.000243712,,,4411535360.0,4443684864.0,
0 days 00:09:16.000304128,,,4411535360.0,4443619328.0,
0 days 00:09:16.500294912,,,4411535360.0,4443619328.0,
0 days 00:09:16.500805632,,,4411535360.0,4443619328.0,
0 days 00:09:17.000226048,,,4411535360.0,4443619328.0,
0 days 00:09:17.000459776,,,4411535360.0,4443619328.0,
0 days 00:09:17.500379136,,,4411535360.0,4443619328.0,
0 days 00:09:17.501056768,,,4411535360.0,4443619328.0,
0 days 00:09:18.000537088,,,4411535360.0,4443619328.0,
0 days 00:09:18.000910848,,,4411535360.0,4443619328.0,
0 days 00:09:18.500474112,,,4411535360.0,4443619328.0,
0 days 00:09:18.501021696,,,4411535360.0,4443619328.0,
0 days 00:09:19.000279808,,,4411535360.0,4443619328.0,
0 days 00:09:19.000762112,,,4411535360.0,4443619328.0,
0 days 00:09:19.500473088,,,4411535360.0,4443619328.0,
0 days 00:09:19.500615680,,,4411535360.0,4443619328.0,
0 days 00:09:20.000250624,,,4411535360.0,4443619328.0,
0 days 00:09:20.000252160,,,4411535360.0,4443619328.0,
0 days 00:09:20.500159232,,,4411535360.0,4443619328.0,
0 days 00:09:20.500889600,,,4411535360.0,4443619328.0,
0 days 00:09:21.000569600,,,4411535360.0,4443619328.0,
0 days 00:09:21.000723200,,,4411535360.0,4443619328.0,
0 days 00:09:21.500291584,,,4411535360.0,4443619328.0,
0 days 00:09:21.500435200,,,4411535360.0,4443619328.0,
0 days 00:09:22.000198656,,,4411535360.0,4443619328.0,
0 days 00:09:22.000232960,,,4411535360.0,4443619328.0,
0 days 00:09:22.500644096,,,4411535360.0,4443619328.0,
0 days 00:09:22.500949760,,,4411535360.0,4443619328.0,
0 days 00:09:23.000133888,,,4411535360.0,4443619328.0,
0 days 00:09:23.000699136,,,4411535360.0,4443619328.0,
0 days 00:09:23.500278016,,,4411535360.0,4443619328.0,
0 days 00:09:23.500453888,,,4411535360.0,4443619328.0,
0 days 00:09:24.000247040,,,4411535360.0,4443619328.0,
0 days 00:09:24.000450816,,,4411535360.0,4443619328.0,
0 days 00:09:24.500189696,,,4411535360.0,4443619328.0,
0 days 00:09:24.500259072,,,4411535360.0,4443619328.0,
0 days 00:09:25.000137216,,,4411535360.0,4443619328.0,
0 days 00:09:25.000800768,,,4411535360.0,4443619328.0,
0 days 00:09:25.500534016,,,4411535360.0,4443619328.0,
0 days 00:09:25.500610816,,,4411535360.0,4443619328.0,
0 days 00:09:26.000169984,,,4411535360.0,4443619328.0,
0 days 00:09:26.000198656,,,4411535360.0,4443619328.0,
0 days 00:09:26.500562944,,,4411535360.0,4443619328.0,
0 days 00:09:26.501197824,,,4411535360.0,4443619328.0,
0 days 00:09:27.000101632,,,4411535360.0,4443619328.0,
0 days 00:09:27.000286208,,,4411535360.0,4443619328.0,
0 days 00:09:27.500500992,,,4411535360.0,4443619328.0,
0 days 00:09:27.500733696,,,4411535360.0,4443619328.0,
0 days 00:09:28.000188160,,,4411535360.0,4443619328.0,
0 days 00:09:28.000382720,,,4411535360.0,4443619328.0,
0 days 00:09:28.500508672,,,4411535360.0,4443619328.0,
0 days 00:09:28.500687104,,,4411535360.0,4443619328.0,
0 days 00:09:29.000324864,,,4411535360.0,4443619328.0,
0 days 00:09:29.000844032,,,4411535360.0,4443619328.0,
0 days 00:09:29.500578048,,,4411535360.0,4443619328.0,
0 days 00:09:29.500758784,,,4411535360.0,4443619328.0,
0 days 00:09:30.000228096,,,4411535360.0,4443619328.0,
0 days 00:09:30.000297728,,,4411535360.0,4443619328.0,
0 days 00:09:30.500498176,,,4411535360.0,4443619328.0,
0 days 00:09:30.500950784,,,4411535360.0,4443619328.0,
0 days 00:09:31.000200192,,,4411535360.0,4443619328.0,
0 days 00:09:31.000743680,,,4411535360.0,4443619328.0,
0 days 00:09:31.500179200,,,4411535360.0,4443619328.0,
0 days 00:09:31.500257792,,,4411535360.0,4443619328.0,
0 days 00:09:32.000069632,,,4411535360.0,4443619328.0,
0 days 00:09:32.000549120,,,4411535360.0,4443619328.0,
0 days 00:09:32.500466688,,,4411535360.0,4443619328.0,
0 days 00:09:32.500643072,,,4411535360.0,4443619328.0,
0 days 00:09:33.000335104,,,4411535360.0,4443619328.0,
0 days 00:09:33.000554752,,,4411535360.0,4443619328.0,
0 days 00:09:33.500669184,,,4411535360.0,4443619328.0,
0 days 00:09:33.500686848,,,4411535360.0,4443619328.0,
0 days 00:09:34.000147712,,,4411535360.0,4443619328.0,
0 days 00:09:34.000509952,,,4411535360.0,4443619328.0,
0 days 00:09:34.500215552,,,4411535360.0,4443619328.0,
0 days 00:09:34.500724992,,,4411535360.0,4443619328.0,
0 days 00:09:35.000228096,,,4411535360.0,4443619328.0,
0 days 00:09:35.000962816,,,4411535360.0,4443619328.0,
0 days 00:09:35.500486656,,,4411535360.0,4443619328.0,
0 days 00:09:35.500946176,,,4411535360.0,4443619328.0,
0 days 00:09:36.000445184,,,4411535360.0,4443619328.0,
0 days 00:09:36.000794880,,,4411535360.0,4443619328.0,
0 days 00:09:36.500592896,,,4411535360.0,4443619328.0,
0 days 00:09:36.500719104,,,4411535360.0,4443619328.0,
0 days 00:09:37.000743680,,,4411535360.0,4443619328.0,
0 days 00:09:37.000782080,,,4411535360.0,4443619328.0,
0 days 00:09:37.500616192,,,4411535360.0,4443619328.0,
0 days 00:09:37.501006848,,,4411535360.0,4443619328.0,
0 days 00:09:38.000417024,,,4411535360.0,4443619328.0,
0 days 00:09:38.000997632,,,4411535360.0,4443619328.0,
0 days 00:09:38.500129792,,,4411535360.0,4443619328.0,
0 days 00:09:38.500823040,,,4411535360.0,4443619328.0,
0 days 00:09:39.000700928,,,4411535360.0,4443619328.0,
0 days 00:09:39.001039872,,,4411535360.0,4443619328.0,
0 days 00:09:39.500033792,,,4411535360.0,4443619328.0,
0 days 00:09:39.500653056,,,4411535360.0,4443619328.0,
0 days 00:09:40.000313088,,,4411535360.0,4443619328.0,
0 days 00:09:40.000569600,,,4411535360.0,4443619328.0,
0 days 00:09:40.500416768,,,4411535360.0,4443619328.0,
0 days 00:09:40.500423936,,,4411535360.0,4443619328.0,
0 days 00:09:41.000600064,,,4411535360.0,4443619328.0,
0 days 00:09:41.001175808,,,4411535360.0,4443619328.0,
0 days 00:09:41.500417024,,,4411535360.0,4443619328.0,
0 days 00:09:41.500895744,,,4411535360.0,4443619328.0,
0 days 00:09:42.000318208,,,4411535360.0,4443619328.0,
0 days 00:09:42.001054720,,,4411535360.0,4443619328.0,
0 days 00:09:42.500252160,,,4411535360.0,4443619328.0,
0 days 00:09:42.500569600,,,4411535360.0,4443619328.0,
0 days 00:09:43.000680960,,,4411535360.0,4443619328.0,
0 days 00:09:43.000981760,,,4411535360.0,4443619328.0,
0 days 00:09:43.500271616,,,4411535360.0,4443619328.0,
0 days 00:09:43.500763136,,,4411535360.0,4443619328.0,
0 days 00:09:44.000080640,,,4411535360.0,4443619328.0,
0 days 00:09:44.000506112,,,4411535360.0,4443619328.0,
0 days 00:09:44.500406016,,,4411535360.0,4443619328.0,
0 days 00:09:44.500818944,,,4411535360.0,4443619328.0,
0 days 00:09:45.000179200,,,4411535360.0,4443619328.0,
0 days 00:09:45.000504832,,,4411535360.0,4443619328.0,
0 days 00:09:45.500529664,,,4411535360.0,4443619328.0,
0 days 00:09:45.500744192,,,4411535360.0,4443619328.0,
0 days 00:09:46.000755200,,,4411535360.0,4443619328.0,
0 days 00:09:46.001099776,,,4411535360.0,4443619328.0,
0 days 00:09:46.500454912,,,4411535360.0,4443619328.0,
0 days 00:09:46.500643072,,,4411535360.0,4443619328.0,
0 days 00:09:47.000285696,,,4411535360.0,4443619328.0,
0 days 00:09:47.000545024,,,4411535360.0,4443619328.0,
0 days 00:09:47.500470784,,,4411535360.0,4443619328.0,
0 days 00:09:47.500499200,,,4411535360.0,4443619328.0,
0 days 00:09:48.000488960,,,4411535360.0,4443619328.0,
0 days 00:09:48.000893696,,,4411535360.0,4443619328.0,
0 days 00:09:48.500582912,,,4411535360.0,4443619328.0,
0 days 00:09:48.500869888,,,4411535360.0,4443619328.0,
0 days 00:09:49.000269056,,,4411535360.0,4443619328.0,
0 days 00:09:49.000578816,,,4411535360.0,4443619328.0,
0 days 00:09:49.500647168,,,4411535360.0,4443619328.0,
0 days 00:09:49.500997632,,,4411535360.0,4443619328.0,
0 days 00:09:50.000198144,,,4411535360.0,4443619328.0,
0 days 00:09:50.000952832,,,4411535360.0,4443619328.0,
0 days 00:09:50.500606976,,,4411535360.0,4443619328.0,
0 days 00:09:50.500616704,,,4411535360.0,4443619328.0,
0 days 00:09:51.000129024,,,4411535360.0,4443619328.0,
0 days 00:09:51.000936960,,,4411535360.0,4443619328.0,
0 days 00:09:51.500320768,,,4411535360.0,4443619328.0,
0 days 00:09:51.500464128,,,4411535360.0,4443619328.0,
0 days 00:09:52.000153088,,,4411535360.0,4443619328.0,
0 days 00:09:52.000794880,,,4411535360.0,4443619328.0,
0 days 00:09:52.500188672,,,4411535360.0,4443619328.0,
0 days 00:09:52.500548096,,,4411535360.0,4443619328.0,
0 days 00:09:53.000454144,,,4411535360.0,4443619328.0,
0 days 00:09:53.000490752,,,4411535360.0,4443619328.0,
0 days 00:09:53.500340736,,,4411535360.0,4443619328.0,
0 days 00:09:53.500343040,,,4411535360.0,4443619328.0,
0 days 00:09:54.000024064,,,4411535360.0,4443619328.0,
0 days 00:09:54.000538624,,,4411535360.0,4443619328.0,
0 days 00:09:54.500318720,,,4411535360.0,4443619328.0,
0 days 00:09:54.500613888,,,4411535360.0,4443619328.0,
0 days 00:09:55.000502272,,,4411535360.0,4443619328.0,
0 days 00:09:55.000719616,,,4411535360.0,4443619328.0,
0 days 00:09:55.500207104,,,4411535360.0,4443619328.0,
0 days 00:09:55.500570624,,,4411535360.0,4443619328.0,
0 days 00:09:56.000183296,,,4411535360.0,4443619328.0,
0 days 00:09:56.000448768,,,4411535360.0,4443619328.0,
0 days 00:09:56.500135936,,,4411535360.0,4443619328.0,
0 days 00:09:56.500810752,,,4411535360.0,4443619328.0,
0 days 00:09:57.000443904,,,4411535360.0,4443619328.0,
0 days 00:09:57.000466688,,,4411535360.0,4443619328.0,
0 days 00:09:57.500668672,,,4411535360.0,4443619328.0,
0 days 00:09:57.500750080,,,4411535360.0,4443619328.0,
0 days 00:09:58.000375040,,,4411535360.0,4443619328.0,
0 days 00:09:58.000608768,,,4411535360.0,4443619328.0,
0 days 00:09:58.500171776,,,4411535360.0,4443619328.0,
0 days 00:09:58.500530944,,,4411535360.0,4443619328.0,
0 days 00:09:59.000435200,,,4411535360.0,4443619328.0,
0 days 00:09:59.001054720,,,4411535360.0,4443619328.0,
0 days 00:09:59.500419072,,,4411535360.0,4443619328.0,
0 days 00:09:59.500504832,,,4411535360.0,4443619328.0,
0 days 00:10:00.000067840,,,4411535360.0,4443619328.0,
0 days 00:10:00.000438016,,,4411535360.0,4443619328.0,
0 days 00:10:00.500399104,,,4411535360.0,4443619328.0,
0 days 00:10:00.500597760,,,4411535360.0,4443619328.0,
0 days 00:10:01.000541696,,,4411535360.0,4443619328.0,
0 days 00:10:01.000664064,,,4411535360.0,4443619328.0,
0 days 00:10:01.500495872,,,4411535360.0,4443619328.0,
0 days 00:10:01.500559616,,,4411535360.0,4443619328.0,
0 days 00:10:02.000360192,,,4411535360.0,4443619328.0,
0 days 00:10:02.000388864,,,4411535360.0,4443619328.0,
0 days 00:10:02.500558080,,,4411535360.0,4443619328.0,
0 days 00:10:02.500941824,,,4411535360.0,4443619328.0,
0 days 00:10:03.000255232,,,4411535360.0,4443619328.0,
0 days 00:10:03.000969728,,,4411535360.0,4443619328.0,
0 days 00:10:03.500276736,,,4411535360.0,4443619328.0,
0 days 00:10:03.500791040,,,4411535360.0,4443619328.0,
0 days 00:10:04.000240640,,,4411535360.0,4443619328.0,
0 days 00:10:04.000288,,,4411535360.0,4443619328.0,
0 days 00:10:04.500352,,,4411535360.0,4443619328.0,
0 days 00:10:04.500975616,,,4411535360.0,4443619328.0,
0 days 00:10:05.000421888,,,4411535360.0,4443619328.0,
0 days 00:10:05.000493056,,,4411535360.0,4443619328.0,
0 days 00:10:05.500273152,,,4411535360.0,4443619328.0,
0 days 00:10:05.500429824,,,4411535360.0,4443619328.0,
0 days 00:10:06.000423680,,,4411535360.0,4443619328.0,
0 days 00:10:06.000529152,,,4411535360.0,4443619328.0,
0 days 00:10:06.500449024,,,4411535360.0,4443619328.0,
0 days 00:10:06.500694784,,,4411535360.0,4443619328.0,
0 days 00:10:07.000248064,,,4411535360.0,4443619328.0,
0 days 00:10:07.000696832,,,4411535360.0,4443619328.0,
0 days 00:10:07.500632064,,,4411535360.0,4443619328.0,
0 days 00:10:07.500917760,,,4411535360.0,4443619328.0,
0 days 00:10:08.000349952,,,4411535360.0,4443619328.0,
0 days 00:10:08.000557824,,,4411535360.0,4443619328.0,
0 days 00:10:08.500104704,,,4411535360.0,4443619328.0,
0 days 00:10:08.500648960,,,4411535360.0,4443619328.0,
0 days 00:10:09.000377088,,,4411535360.0,4443619328.0,
0 days 00:10:09.000974848,,,4411535360.0,4443619328.0,
0 days 00:10:09.500659968,,,4411535360.0,4443619328.0,
0 days 00:10:09.500784640,,,4411535360.0,4443619328.0,
0 days 00:10:10.000325888,,,4411535360.0,4443619328.0,
0 days 00:10:10.000976640,,,4411535360.0,4443619328.0,
0 days 00:10:10.500463872,,,4411535360.0,4443619328.0,
0 days 00:10:10.500711936,,,4411535360.0,4443619328.0,
0 days 00:10:11.000627968,,,4411535360.0,4443619328.0,
0 days 00:10:11.000961792,,,4411535360.0,4443619328.0,
0 days 00:10:11.500591104,,,4411535360.0,4443619328.0,
0 days 00:10:11.500704768,,,4411535360.0,4443619328.0,
0 days 00:10:12.000617984,,,4411535360.0,4443619328.0,
0 days 00:10:12.000795648,,,4411535360.0,4443619328.0,
0 days 00:10:12.500164096,,,4411535360.0,4443619328.0,
0 days 00:10:12.500477696,,,4411535360.0,4443619328.0,
0 days 00:10:13.000796672,,,4411535360.0,4443619328.0,
0 days 00:10:13.002073088,,,4411535360.0,4443619328.0,
0 days 00:10:13.500286208,,,4411535360.0,4443619328.0,
0 days 00:10:13.500591872,,,4411535360.0,4443619328.0,
0 days 00:10:14.000196096,,,4411535360.0,4443619328.0,
0 days 00:10:14.000413696,,,4411535360.0,4443619328.0,
0 days 00:10:14.500427008,,,4411535360.0,4443619328.0,
0 days 00:10:14.500501760,,,4411535360.0,4443619328.0,
0 days 00:10:15.000665856,,,4411535360.0,4443619328.0,
0 days 00:10:15.000854784,,,4411535360.0,4443619328.0,
0 days 00:10:15.500027136,,,4411535360.0,4443619328.0,
0 days 00:10:15.500376832,,,4411535360.0,4443619328.0,
0 days 00:10:16.000245760,,,4411535360.0,4443619328.0,
0 days 00:10:16.000471296,,,4411535360.0,4443619328.0,
0 days 00:10:16.500297984,,,4411535360.0,4443619328.0,
0 days 00:10:16.500972800,,,4411535360.0,4443619328.0,
0 days 00:10:17.000497152,,,4411535360.0,4443619328.0,
0 days 00:10:17.000717824,,,4411535360.0,4443619328.0,
0 days 00:10:17.500126720,,,4411535360.0,4443619328.0,
0 days 00:10:17.500344064,,,4411535360.0,4443619328.0,
0 days 00:10:18.000399616,,,4411535360.0,4443619328.0,
0 days 00:10:18.000711168,,,4411535360.0,4443619328.0,
0 days 00:10:18.500414720,,,4411535360.0,4443619328.0,
0 days 00:10:18.500436992,,,4411535360.0,4443619328.0,
0 days 00:10:19.000333056,,,4411535360.0,4443619328.0,
0 days 00:10:19.000428800,,,4411535360.0,4443619328.0,
0 days 00:10:19.500242176,,,4411535360.0,4443619328.0,
0 days 00:10:19.501000704,,,4411535360.0,4443619328.0,
0 days 00:10:20.000402176,,,4411535360.0,4443619328.0,
0 days 00:10:20.000629760,,,4411535360.0,4443619328.0,
0 days 00:10:20.500420096,,,4411535360.0,4443619328.0,
0 days 00:10:20.500561920,,,4411535360.0,4443619328.0,
0 days 00:10:21.000329984,,,4411535360.0,4443619328.0,
0 days 00:10:21.000409600,,,4411535360.0,4443619328.0,
0 days 00:10:21.500062720,,,4411535360.0,4443619328.0,
0 days 00:10:21.500842240,,,4411535360.0,4443619328.0,
0 days 00:10:22.000484096,,,4411535360.0,4443619328.0,
0 days 00:10:22.000532736,,,4411535360.0,4443619328.0,
0 days 00:10:22.500323584,,,4411535360.0,4443619328.0,
0 days 00:10:22.500394240,,,4411535360.0,4443619328.0,
0 days 00:10:23.000103936,,,4411535360.0,4443619328.0,
0 days 00:10:23.000541952,,,4411535360.0,4443619328.0,
0 days 00:10:23.500272128,,,4411535360.0,4443619328.0,
0 days 00:10:23.500786688,,,4411535360.0,4443619328.0,
0 days 00:10:24.000571136,,,4411535360.0,4443619328.0,
0 days 00:10:24.001038592,,,4411535360.0,4443619328.0,
0 days 00:10:24.500389632,,,4411535360.0,4443619328.0,
0 days 00:10:24.500617984,,,4411535360.0,4443619328.0,
0 days 00:10:25.000482048,,,4411535360.0,4443619328.0,
0 days 00:10:25.000736,,,4411535360.0,4443619328.0,
0 days 00:10:25.500076544,,,4411535360.0,4443619328.0,
0 days 00:10:25.500345088,,,4411535360.0,4443619328.0,
0 days 00:10:26.000318720,,,4411535360.0,4443619328.0,
0 days 00:10:26.000377088,,,4411535360.0,4443619328.0,
0 days 00:10:26.500193280,,,4411535360.0,4443619328.0,
0 days 00:10:26.500696832,,,4411535360.0,4443619328.0,
0 days 00:10:27.000596224,,,4411535360.0,4443619328.0,
0 days 00:10:27.000985856,,,4411535360.0,4443619328.0,
0 days 00:10:27.500219136,,,4411535360.0,4443619328.0,
0 days 00:10:27.500772864,,,4411535360.0,4443619328.0,
0 days 00:10:28.000503040,,,4411535360.0,4443619328.0,
0 days 00:10:28.001074688,,,4411535360.0,4443619328.0,
0 days 00:10:28.500304896,,,4411535360.0,4443619328.0,
0 days 00:10:28.500553216,,,4411535360.0,4443619328.0,
0 days 00:10:29.000364032,,,4411535360.0,4443619328.0,
0 days 00:10:29.000981760,,,4411535360.0,4443619328.0,
0 days 00:10:29.500343040,,,4411535360.0,4443619328.0,
0 days 00:10:29.500565760,,,4411535360.0,4443619328.0,
0 days 00:10:30.000406016,,,4411535360.0,4443619328.0,
0 days 00:10:30.000713728,,,4411535360.0,4443619328.0,
0 days 00:10:30.500184064,,,4411535360.0,4443619328.0,
0 days 00:10:30.500746752,,,4411535360.0,4443619328.0,
0 days 00:10:31.000300800,,,4411535360.0,4443619328.0,
0 days 00:10:31.000308224,,,4411535360.0,4443619328.0,
0 days 00:10:31.500359168,,,4411535360.0,4443619328.0,
0 days 00:10:31.500779776,,,4411535360.0,4443619328.0,
0 days 00:10:32.000324096,,,4411535360.0,4443619328.0,
0 days 00:10:32.000638720,,,4411535360.0,4443619328.0,
0 days 00:10:32.500396032,,,4411535360.0,4443619328.0,
0 days 00:10:32.500536832,,,4411535360.0,4443619328.0,
0 days 00:10:33.000189184,,,4411535360.0,4443619328.0,
0 days 00:10:33.000439808,,,4411535360.0,4443619328.0,
0 days 00:10:33.500487168,,,4411535360.0,4443619328.0,
0 days 00:10:33.500649728,,,4411535360.0,4443619328.0,
0 days 00:10:34.000295680,,,4411535360.0,4443619328.0,
0 days 00:10:34.000742144,,,4411535360.0,4443619328.0,
0 days 00:10:34.500399104,,,4411535360.0,4443619328.0,
0 days 00:10:34.500998912,,,4411535360.0,4443619328.0,
0 days 00:10:35.000405760,,,4411535360.0,4443619328.0,
0 days 00:10:35.000587008,,,4411535360.0,4443619328.0,
0 days 00:10:35.500171776,,,4411535360.0,4443619328.0,
0 days 00:10:35.500518144,,,4411535360.0,4443619328.0,
0 days 00:10:36.000311040,,,4411535360.0,4443619328.0,
0 days 00:10:36.000916736,,,4411535360.0,4443619328.0,
0 days 00:10:36.500082944,,,4411535360.0,4443619328.0,
0 days 00:10:36.500445184,,,4411535360.0,4443619328.0,
0 days 00:10:37.000263168,,,4411535360.0,4443619328.0,
0 days 00:10:37.000879616,,,4411535360.0,4443619328.0,
0 days 00:10:37.500643072,,,4411535360.0,4443619328.0,
0 days 00:10:37.500784640,,,4411535360.0,4443619328.0,
0 days 00:10:38.000461056,,,4411535360.0,4443619328.0,
0 days 00:10:38.000997632,,,4411535360.0,4443619328.0,
0 days 00:10:38.500205824,,,4411535360.0,4443619328.0,
0 days 00:10:38.500608,,,4411535360.0,4443619328.0,
0 days 00:10:39.000156672,,,4411535360.0,4443619328.0,
0 days 00:10:39.000417024,,,4411535360.0,4443619328.0,
0 days 00:10:39.500304896,,,4411535360.0,4443619328.0,
0 days 00:10:39.500545792,,,4411535360.0,4443619328.0,
0 days 00:10:40.000666624,,,4411535360.0,4443619328.0,
0 days 00:10:40.000687104,,,4411535360.0,4443619328.0,
0 days 00:10:40.500484096,,,4411535360.0,4443619328.0,
0 days 00:10:40.500676864,,,4411535360.0,4443619328.0,
0 days 00:10:41.000443136,,,4411535360.0,4443619328.0,
0 days 00:10:41.000824832,,,4411535360.0,4443619328.0,
0 days 00:10:41.500379648,,,4411535360.0,4443619328.0,
0 days 00:10:41.500605184,,,4411535360.0,4443619328.0,
0 days 00:10:42.000283136,,,4411535360.0,4443619328.0,
0 days 00:10:42.000451584,,,4411535360.0,4443619328.0,
0 days 00:10:42.500332288,,,4411535360.0,4443619328.0,
0 days 00:10:42.500805632,,,4411535360.0,4443619328.0,
0 days 00:10:43.000302080,,,4411535360.0,4443619328.0,
0 days 00:10:43.000431616,,,4411535360.0,4443619328.0,
0 days 00:10:43.500301312,,,4411535360.0,4443619328.0,
0 days 00:10:43.500446720,,,4411535360.0,4443619328.0,
0 days 00:10:44.000719616,,,4411535360.0,4443619328.0,
0 days 00:10:44.000776960,,,4411535360.0,4443619328.0,
0 days 00:10:44.500249088,,,4411535360.0,4443619328.0,
0 days 00:10:44.500767744,,,4411535360.0,4443619328.0,
0 days 00:10:45.000294912,,,4411535360.0,4443619328.0,
0 days 00:10:45.000619776,,,4411535360.0,4443619328.0,
0 days 00:10:45.500190208,,,4411535360.0,4443619328.0,
0 days 00:10:45.500536832,,,4411535360.0,4443619328.0,
0 days 00:10:46.000365056,,,4411535360.0,4443619328.0,
0 days 00:10:46.000886784,,,4411535360.0,4443619328.0,
0 days 00:10:46.500179200,,,4411535360.0,4443619328.0,
0 days 00:10:46.500892672,,,4411535360.0,4443619328.0,
0 days 00:10:47.000183808,,,4411535360.0,4443619328.0,
0 days 00:10:47.000461056,,,4411535360.0,4443619328.0,
0 days 00:10:47.500600064,,,4411535360.0,4443619328.0,
0 days 00:10:47.500651776,,,4411535360.0,4443619328.0,
0 days 00:10:48.000294912,,,4411535360.0,4443619328.0,
0 days 00:10:48.000568832,,,4411535360.0,4443619328.0,
0 days 00:10:48.500488192,,,4411535360.0,4443619328.0,
0 days 00:10:48.500592896,,,4411535360.0,4443619328.0,
0 days 00:10:49.000284160,,,4411535360.0,4443619328.0,
0 days 00:10:49.000547840,,,4411535360.0,4443619328.0,
0 days 00:10:49.500283136,,,4411535360.0,4443619328.0,
0 days 00:10:49.500766976,,,4411535360.0,4443619328.0,
0 days 00:10:50.000183808,,,4411535360.0,4443619328.0,
0 days 00:10:50.000631296,,,4411535360.0,4443619328.0,
0 days 00:10:50.500500992,,,4411535360.0,4443619328.0,
0 days 00:10:50.500805632,,,4411535360.0,4443619328.0,
0 days 00:10:51.000394240,,,4411535360.0,4443619328.0,
0 days 00:10:51.000669952,,,4411535360.0,4443619328.0,
0 days 00:10:51.500489728,,,4411535360.0,4443619328.0,
0 days 00:10:51.500576,,,4411535360.0,4443619328.0,
0 days 00:10:52.000141824,,,4411535360.0,4443619328.0,
0 days 00:10:52.000641280,,,4411535360.0,4443619328.0,
0 days 00:10:52.500154112,,,4411535360.0,4443484160.0,
0 days 00:10:52.501587712,,,4411535360.0,4443484160.0,
0 days 00:10:53.000241152,,,4411535360.0,4443484160.0,
0 days 00:10:53.000450816,,,4411535360.0,4443484160.0,
0 days 00:10:53.500146688,,,4411535360.0,4443484160.0,
0 days 00:10:53.500460032,,,4411535360.0,4443484160.0,
0 days 00:10:54.000218112,,,4411535360.0,4443484160.0,
0 days 00:10:54.000887808,,,4411535360.0,4443484160.0,
0 days 00:10:54.500083968,,,4411535360.0,4443484160.0,
0 days 00:10:54.500463872,,,4411535360.0,4443484160.0,
0 days 00:10:55.000572928,,,4411535360.0,4443484160.0,
0 days 00:10:55.000888832,,,4411535360.0,4443484160.0,
0 days 00:10:55.500159232,,,4411535360.0,4443484160.0,
0 days 00:10:55.500526848,,,4411535360.0,4443484160.0,
0 days 00:10:56.000404736,,,4411535360.0,4443484160.0,
0 days 00:10:56.000412160,,,4411535360.0,4443484160.0,
0 days 00:10:56.500377088,,,4411535360.0,4443484160.0,
0 days 00:10:56.500599808,,,4411535360.0,4443484160.0,
0 days 00:10:57.000118784,,,4411535360.0,4443484160.0,
0 days 00:10:57.000416,,,4411535360.0,4443484160.0,
0 days 00:10:57.500125696,,,4411535360.0,4443484160.0,
0 days 00:10:57.500630016,,,4411535360.0,4443484160.0,
0 days 00:10:58.000252928,,,4411535360.0,4443484160.0,
0 days 00:10:58.000360960,,,4411535360.0,4443484160.0,
0 days 00:10:58.500208640,,,4411535360.0,4443484160.0,
0 days 00:10:58.500402176,,,4411535360.0,4443353088.0,
0 days 00:10:59.000349952,,,4411535360.0,4443353088.0,
0 days 00:10:59.000961792,,,4411535360.0,4443353088.0,
0 days 00:10:59.500221952,,,4411535360.0,4443353088.0,
0 days 00:10:59.500299776,,,4411535360.0,4443353088.0,
0 days 00:11:00.000366080,,,4411535360.0,4443353088.0,
0 days 00:11:00.000402688,,,4411535360.0,4443353088.0,
0 days 00:11:00.500257024,,,4411535360.0,4443353088.0,
0 days 00:11:00.500962816,,,4411535360.0,4443353088.0,
0 days 00:11:01.000136704,,,4411535360.0,4443353088.0,
0 days 00:11:01.000328192,,,4411535360.0,4443353088.0,
0 days 00:11:01.500564224,,,4411535360.0,4443353088.0,
0 days 00:11:01.500769792,,,4411535360.0,4443353088.0,
0 days 00:11:02.000588800,,,4411535360.0,4443353088.0,
0 days 00:11:02.000679936,,,4411535360.0,4443353088.0,
0 days 00:11:02.500101632,,,4411535360.0,4443353088.0,
0 days 00:11:02.500350976,,,4411535360.0,4443353088.0,
0 days 00:11:03.000421888,,,4411535360.0,4443353088.0,
0 days 00:11:03.000477184,,,4411535360.0,4443353088.0,
