0,q1_22-10_50GB_pyarr,q2_22-10_50GB_pyarr,q3_22-10_50GB_pyarr_p2p,q7_22-10_50GB_pyarr_p2p,q9_22-10_50GB_pyarr
0 days 00:01:12.000880896,,3218505728.0,21949992960.0,15008468992.0,23786676224.0
0 days 00:01:12.500208896,,3218505728.0,21949992960.0,15008468992.0,24234332160.0
0 days 00:01:12.500505088,,3218505728.0,21949992960.0,15630798848.0,24234332160.0
0 days 00:01:12.500577792,,3218505728.0,21320105984.0,15630798848.0,24234332160.0
0 days 00:01:12.500640256,,3662258176.0,21320105984.0,15630798848.0,24234332160.0
0 days 00:01:13.000172800,,3662258176.0,20495732736.0,15630798848.0,24234332160.0
0 days 00:01:13.000951040,,3671715840.0,20495732736.0,15630798848.0,24234332160.0
0 days 00:01:13.000992,,3671715840.0,20495732736.0,15630798848.0,24657829888.0
0 days 00:01:13.001081088,,3671715840.0,20495732736.0,16804536320.0,24657829888.0
0 days 00:01:13.500097024,,3892174848.0,20495732736.0,16804536320.0,24657829888.0
0 days 00:01:13.500180992,,3892174848.0,20495732736.0,16804536320.0,24783089664.0
0 days 00:01:13.500562688,,3892174848.0,20871335936.0,16804536320.0,24783089664.0
0 days 00:01:13.500567040,,3892174848.0,20871335936.0,18126434304.0,24783089664.0
0 days 00:01:14.000014848,,3892174848.0,20871335936.0,18126434304.0,24497106944.0
0 days 00:01:14.000335104,,3892174848.0,20871335936.0,16671375360.0,24497106944.0
0 days 00:01:14.000566016,,3700387840.0,20871335936.0,16671375360.0,24497106944.0
0 days 00:01:14.000741888,,3700387840.0,20573270016.0,16671375360.0,24497106944.0
0 days 00:01:14.500276224,,3552227328.0,20573270016.0,16671375360.0,24497106944.0
0 days 00:01:14.500415232,,3552227328.0,20573270016.0,16131784704.0,24497106944.0
0 days 00:01:14.500436736,,3552227328.0,20335452160.0,16131784704.0,24497106944.0
0 days 00:01:14.500473856,,3552227328.0,20335452160.0,16131784704.0,24762830848.0
0 days 00:01:15.000148992,,3552227328.0,20335452160.0,18754342912.0,24762830848.0
0 days 00:01:15.000152832,,3552227328.0,20134563840.0,18754342912.0,24762830848.0
0 days 00:01:15.000466176,,3781562368.0,20134563840.0,18754342912.0,24762830848.0
0 days 00:01:15.001140992,,3781562368.0,20134563840.0,18754342912.0,25022992384.0
0 days 00:01:15.500211712,,3781562368.0,19204059136.0,18754342912.0,25022992384.0
0 days 00:01:15.500360960,,3781562368.0,19204059136.0,18003382272.0,25022992384.0
0 days 00:01:15.500493056,,3641630720.0,19204059136.0,18003382272.0,25022992384.0
0 days 00:01:15.500911872,,3641630720.0,19204059136.0,18003382272.0,25572544512.0
0 days 00:01:16.000461824,,3641630720.0,18072285184.0,18003382272.0,25572544512.0
0 days 00:01:16.000798208,,3722391552.0,18072285184.0,18003382272.0,25572544512.0
0 days 00:01:16.000824832,,3722391552.0,18072285184.0,18003382272.0,25315684352.0
0 days 00:01:16.001693952,,3722391552.0,18072285184.0,17551761408.0,25315684352.0
0 days 00:01:16.500516864,,3722391552.0,17978474496.0,17551761408.0,25315684352.0
0 days 00:01:16.500899840,,3722391552.0,17978474496.0,17551761408.0,25631105024.0
0 days 00:01:16.500988160,,3722391552.0,17978474496.0,17847189504.0,25631105024.0
0 days 00:01:16.501064192,,3541401600.0,17978474496.0,17847189504.0,25631105024.0
0 days 00:01:17.000198144,,3541401600.0,17978474496.0,17276035072.0,25631105024.0
0 days 00:01:17.000308992,,3541401600.0,18271756288.0,17276035072.0,25631105024.0
0 days 00:01:17.000494080,,3574104064.0,18271756288.0,17276035072.0,25631105024.0
0 days 00:01:17.000890880,,3574104064.0,18271756288.0,17276035072.0,26063491072.0
0 days 00:01:17.500575232,,3574104064.0,18271756288.0,19286986752.0,26063491072.0
0 days 00:01:17.500709888,,3574104064.0,18271756288.0,19286986752.0,25982382080.0
0 days 00:01:17.500751104,,3508015104.0,18271756288.0,19286986752.0,25982382080.0
0 days 00:01:17.500790784,,3508015104.0,17797181440.0,19286986752.0,25982382080.0
0 days 00:01:18.000336128,,3508015104.0,17797181440.0,18546855936.0,25982382080.0
0 days 00:01:18.000471296,,3492225024.0,17797181440.0,18546855936.0,25982382080.0
0 days 00:01:18.000554752,,3492225024.0,18592964608.0,18546855936.0,25982382080.0
0 days 00:01:18.001277952,,3492225024.0,18592964608.0,18546855936.0,26328956928.0
0 days 00:01:18.500089856,,3492225024.0,18592964608.0,18546855936.0,26333384704.0
0 days 00:01:18.500164096,,3635838976.0,18592964608.0,18546855936.0,26333384704.0
0 days 00:01:18.500232960,,3635838976.0,18592964608.0,18255003648.0,26333384704.0
0 days 00:01:18.500887808,,3635838976.0,18520129536.0,18255003648.0,26333384704.0
0 days 00:01:19.000156672,,3635838976.0,17207283712.0,18255003648.0,26333384704.0
0 days 00:01:19.000179968,,3811344384.0,17207283712.0,18255003648.0,26333384704.0
0 days 00:01:19.000232960,,3811344384.0,17207283712.0,18255003648.0,27072008192.0
0 days 00:01:19.001310208,,3811344384.0,17207283712.0,18163666944.0,27072008192.0
0 days 00:01:19.500203264,,3828207616.0,17207283712.0,18163666944.0,27072008192.0
0 days 00:01:19.500515072,,3828207616.0,17207283712.0,18345484288.0,27072008192.0
0 days 00:01:19.500684032,,3828207616.0,17207283712.0,18345484288.0,26977001472.0
0 days 00:01:19.500894720,,3828207616.0,17472397312.0,18345484288.0,26977001472.0
0 days 00:01:20.000417792,,3828207616.0,18400043008.0,18345484288.0,26977001472.0
0 days 00:01:20.000532224,,3755380736.0,18400043008.0,18345484288.0,26977001472.0
0 days 00:01:20.000864,,3755380736.0,18400043008.0,18345484288.0,26889216000.0
0 days 00:01:20.000891904,,3755380736.0,18400043008.0,18330320896.0,26889216000.0
0 days 00:01:20.500420864,,3755380736.0,18400043008.0,18330320896.0,26865909760.0
0 days 00:01:20.500489984,,3755380736.0,18400043008.0,19657629696.0,26865909760.0
0 days 00:01:20.500905984,,3755380736.0,18667909120.0,19657629696.0,26865909760.0
0 days 00:01:20.500982016,,3720126464.0,18667909120.0,19657629696.0,26865909760.0
0 days 00:01:21.000032256,,3948556288.0,18667909120.0,19657629696.0,26865909760.0
0 days 00:01:21.000137728,,3948556288.0,19187499008.0,19657629696.0,26865909760.0
0 days 00:01:21.000536064,,3948556288.0,19187499008.0,19172429824.0,26865909760.0
0 days 00:01:21.000872960,,3948556288.0,19187499008.0,19172429824.0,27024072704.0
0 days 00:01:21.500110848,,3948556288.0,20227338240.0,19172429824.0,27024072704.0
0 days 00:01:21.500204288,,3948556288.0,20227338240.0,19450974208.0,27024072704.0
0 days 00:01:21.500514816,,3948556288.0,20227338240.0,19450974208.0,27541573632.0
0 days 00:01:21.500897280,,3895795712.0,20227338240.0,19450974208.0,27541573632.0
0 days 00:01:22.000072192,,3895795712.0,20227338240.0,19829010432.0,27541573632.0
0 days 00:01:22.000460288,,3655770112.0,20227338240.0,19829010432.0,27541573632.0
0 days 00:01:22.000641792,,3655770112.0,18310201344.0,19829010432.0,27541573632.0
0 days 00:01:22.002055680,,3655770112.0,18310201344.0,19829010432.0,27858542592.0
0 days 00:01:22.500214016,,3655770112.0,18310201344.0,19829010432.0,27795484672.0
0 days 00:01:22.500611072,,3655770112.0,18310201344.0,20243030016.0,27795484672.0
0 days 00:01:22.500933376,,3757203456.0,18310201344.0,20243030016.0,27795484672.0
0 days 00:01:22.501033728,,3757203456.0,18447953920.0,20243030016.0,27795484672.0
0 days 00:01:23.000020992,,3757203456.0,18447953920.0,20243030016.0,27933487104.0
0 days 00:01:23.000491776,,3757203456.0,17477595136.0,20243030016.0,27933487104.0
0 days 00:01:23.000960256,,4015972352.0,17477595136.0,20243030016.0,27933487104.0
0 days 00:01:23.000979968,,4015972352.0,17477595136.0,20568584192.0,27933487104.0
0 days 00:01:23.500416768,,4015972352.0,18541481984.0,20568584192.0,27933487104.0
0 days 00:01:23.500724992,,4015972352.0,18541481984.0,20826890240.0,27933487104.0
0 days 00:01:23.500828928,,4015972352.0,18541481984.0,20826890240.0,28167426048.0
0 days 00:01:23.500969216,,3915292672.0,18541481984.0,20826890240.0,28167426048.0
0 days 00:01:24.000173056,,3915292672.0,18541481984.0,20767866880.0,28167426048.0
0 days 00:01:24.000312832,,3915292672.0,18541481984.0,20767866880.0,28285870080.0
0 days 00:01:24.000359680,,3915292672.0,18118340608.0,20767866880.0,28285870080.0
0 days 00:01:24.000381184,,3596722176.0,18118340608.0,20767866880.0,28285870080.0
0 days 00:01:24.500194048,,3468333056.0,18118340608.0,20767866880.0,28285870080.0
0 days 00:01:24.500306688,,3468333056.0,18865995776.0,20767866880.0,28285870080.0
0 days 00:01:24.500802048,,3468333056.0,18865995776.0,20767866880.0,28494757888.0
0 days 00:01:24.500815104,,3468333056.0,18865995776.0,21076123648.0,28494757888.0
0 days 00:01:25.000182016,,3468333056.0,18865995776.0,21748219904.0,28494757888.0
0 days 00:01:25.000444928,,3468333056.0,18865995776.0,21748219904.0,28525490176.0
0 days 00:01:25.000743168,,4223860736.0,18865995776.0,21748219904.0,28525490176.0
0 days 00:01:25.000869888,,4223860736.0,18684313600.0,21748219904.0,28525490176.0
0 days 00:01:25.500205824,,4223860736.0,18684313600.0,21748219904.0,29077565440.0
0 days 00:01:25.500399104,,4223860736.0,18684313600.0,20918714368.0,29077565440.0
0 days 00:01:25.500742400,,3976642560.0,18684313600.0,20918714368.0,29077565440.0
0 days 00:01:25.501012736,,3976642560.0,19539865600.0,20918714368.0,29077565440.0
0 days 00:01:26.000147200,,3490508800.0,19539865600.0,20918714368.0,29077565440.0
0 days 00:01:26.000644096,,3490508800.0,19539865600.0,21457690624.0,29077565440.0
0 days 00:01:26.000662016,,3490508800.0,19539865600.0,21457690624.0,29058600960.0
0 days 00:01:26.000712704,,3490508800.0,20519350272.0,21457690624.0,29058600960.0
0 days 00:01:26.500109824,,3490508800.0,20519350272.0,21457690624.0,29306257408.0
0 days 00:01:26.500112640,,3490508800.0,20904644608.0,21457690624.0,29306257408.0
0 days 00:01:26.500401152,,3334942720.0,20904644608.0,21457690624.0,29306257408.0
0 days 00:01:26.500693248,,3334942720.0,20904644608.0,21340045312.0,29306257408.0
0 days 00:01:27.000293120,,3334942720.0,20904644608.0,21831139328.0,29306257408.0
0 days 00:01:27.000623872,,3334942720.0,20102340608.0,21831139328.0,29306257408.0
0 days 00:01:27.000800256,,3824422912.0,20102340608.0,21831139328.0,29306257408.0
0 days 00:01:27.000969728,,3824422912.0,20102340608.0,21831139328.0,29775040512.0
0 days 00:01:27.500205056,,3824422912.0,20102340608.0,21035556864.0,29775040512.0
0 days 00:01:27.500227840,,3824422912.0,20646334464.0,21035556864.0,29775040512.0
0 days 00:01:27.500273920,,3824422912.0,20646334464.0,21035556864.0,29540335616.0
0 days 00:01:27.500967168,,4039811072.0,20646334464.0,21035556864.0,29540335616.0
0 days 00:01:28.000201216,,3633958912.0,20646334464.0,21035556864.0,29540335616.0
0 days 00:01:28.000523264,,3633958912.0,20646334464.0,21419556864.0,29540335616.0
0 days 00:01:28.000624896,,3633958912.0,20694405120.0,21419556864.0,29540335616.0
0 days 00:01:28.000773888,,3633958912.0,20694405120.0,21419556864.0,29457215488.0
0 days 00:01:28.500248832,,3633958912.0,20694405120.0,21419556864.0,30060515328.0
0 days 00:01:28.500796672,,3633958912.0,20293464064.0,21419556864.0,30060515328.0
0 days 00:01:28.501039104,,3403272192.0,20293464064.0,21419556864.0,30060515328.0
0 days 00:01:28.501164032,,3403272192.0,20293464064.0,19818688512.0,30060515328.0
0 days 00:01:29.000192256,,4089683968.0,20293464064.0,19818688512.0,30060515328.0
0 days 00:01:29.000487680,,4089683968.0,20882436096.0,19818688512.0,30060515328.0
0 days 00:01:29.000961024,,4089683968.0,20882436096.0,19818688512.0,30075125760.0
0 days 00:01:29.000988160,,4089683968.0,20882436096.0,17777451008.0,30075125760.0
0 days 00:01:29.500628736,,4089683968.0,21774233600.0,17777451008.0,30075125760.0
0 days 00:01:29.500700160,,3582504960.0,21774233600.0,17777451008.0,30075125760.0
0 days 00:01:29.501029120,,3582504960.0,21774233600.0,18112040960.0,30075125760.0
0 days 00:01:29.501041920,,3582504960.0,21774233600.0,18112040960.0,30513139712.0
0 days 00:01:30.000186880,,3582504960.0,21774233600.0,18424176640.0,30513139712.0
0 days 00:01:30.000283904,,3582504960.0,21308321792.0,18424176640.0,30513139712.0
0 days 00:01:30.000684032,,3656105984.0,21308321792.0,18424176640.0,30513139712.0
0 days 00:01:30.000999936,,3656105984.0,21308321792.0,18424176640.0,30315266048.0
0 days 00:01:30.500218112,,3656105984.0,21308321792.0,18230730752.0,30315266048.0
0 days 00:01:30.500342784,,3656105984.0,21303205888.0,18230730752.0,30315266048.0
0 days 00:01:30.500561920,,3656105984.0,21303205888.0,18230730752.0,30708207616.0
0 days 00:01:30.500728320,,3538628608.0,21303205888.0,18230730752.0,30708207616.0
0 days 00:01:31.000271104,,3538628608.0,21303205888.0,16591618048.0,30708207616.0
0 days 00:01:31.000274688,,3538628608.0,21303205888.0,16591618048.0,30907322368.0
0 days 00:01:31.000627968,,3676790784.0,21303205888.0,16591618048.0,30907322368.0
0 days 00:01:31.000665856,,3676790784.0,21945995264.0,16591618048.0,30907322368.0
0 days 00:01:31.500621056,,3676790784.0,21945995264.0,16591618048.0,31024205824.0
0 days 00:01:31.500630016,,3676790784.0,21945995264.0,16516902912.0,31024205824.0
0 days 00:01:31.500909056,,3938107392.0,21945995264.0,16516902912.0,31024205824.0
0 days 00:01:31.500974848,,3938107392.0,22053511168.0,16516902912.0,31024205824.0
0 days 00:01:32.000166912,,3938107392.0,22053511168.0,16516902912.0,31348842496.0
0 days 00:01:32.000439040,,3938107392.0,22053511168.0,16159850496.0,31348842496.0
0 days 00:01:32.000526336,,3791708160.0,22053511168.0,16159850496.0,31348842496.0
0 days 00:01:32.000607744,,3791708160.0,23389630464.0,16159850496.0,31348842496.0
0 days 00:01:32.500111872,,3791708160.0,23389630464.0,16159850496.0,31451209728.0
0 days 00:01:32.500403712,,3791708160.0,23452983296.0,16159850496.0,31451209728.0
0 days 00:01:32.500442112,,3791708160.0,23452983296.0,16194211840.0,31451209728.0
0 days 00:01:32.500807168,,3621548032.0,23452983296.0,16194211840.0,31451209728.0
0 days 00:01:33.000201728,,3621548032.0,23889907712.0,16194211840.0,31451209728.0
0 days 00:01:33.000240128,,3592097792.0,23889907712.0,16194211840.0,31451209728.0
0 days 00:01:33.000839168,,3592097792.0,23889907712.0,16059785216.0,31451209728.0
0 days 00:01:33.000958720,,3592097792.0,23889907712.0,16059785216.0,31676715008.0
0 days 00:01:33.500092160,,3584778240.0,23889907712.0,16059785216.0,31676715008.0
0 days 00:01:33.500307968,,3584778240.0,23889907712.0,16059785216.0,31758012416.0
0 days 00:01:33.500433920,,3584778240.0,23369187328.0,16059785216.0,31758012416.0
0 days 00:01:33.500776192,,3584778240.0,23369187328.0,15178207232.0,31758012416.0
0 days 00:01:34.000065792,,3584778240.0,23038341120.0,15178207232.0,31758012416.0
0 days 00:01:34.000330752,,3584778240.0,23038341120.0,15178207232.0,32221528064.0
0 days 00:01:34.000813056,,3826962432.0,23038341120.0,15178207232.0,32221528064.0
0 days 00:01:34.001057024,,3826962432.0,23038341120.0,15866662912.0,32221528064.0
0 days 00:01:34.500248064,,3826962432.0,23038341120.0,15179984896.0,32221528064.0
0 days 00:01:34.500438784,,3826962432.0,23038341120.0,15179984896.0,32186859520.0
0 days 00:01:34.500606208,,2989899776.0,23038341120.0,15179984896.0,32186859520.0
0 days 00:01:34.500736768,,2989899776.0,23571103744.0,15179984896.0,32186859520.0
0 days 00:01:35.000354048,,2989899776.0,23571103744.0,16315219968.0,32186859520.0
0 days 00:01:35.000863232,,2637750272.0,23571103744.0,16315219968.0,32186859520.0
0 days 00:01:35.001037824,,,24279957504.0,16315219968.0,32186859520.0
0 days 00:01:35.001332992,,,24279957504.0,16315219968.0,32020881408.0
0 days 00:01:35.500572160,,,24279957504.0,15706038272.0,32020881408.0
0 days 00:01:35.500837632,,,24691806208.0,15706038272.0,32020881408.0
0 days 00:01:35.501033984,,,24691806208.0,15706038272.0,32701042688.0
0 days 00:01:36.000493568,,,24075288576.0,15706038272.0,32701042688.0
0 days 00:01:36.001056768,,,24075288576.0,15706038272.0,32626507776.0
0 days 00:01:36.001207296,,,24075288576.0,16477659136.0,32626507776.0
0 days 00:01:36.500005888,,,24075288576.0,16477659136.0,33253294080.0
0 days 00:01:36.500269824,,,22606299136.0,16477659136.0,33253294080.0
0 days 00:01:36.501074176,,,22606299136.0,16698695680.0,33253294080.0
0 days 00:01:37.000053760,,,22606299136.0,16698695680.0,33329672192.0
0 days 00:01:37.000251648,,,21878513664.0,16698695680.0,33329672192.0
0 days 00:01:37.000876032,,,21878513664.0,17054408704.0,33329672192.0
0 days 00:01:37.500147712,,,22611296256.0,17054408704.0,33329672192.0
0 days 00:01:37.500596992,,,22611296256.0,17054408704.0,33207541760.0
0 days 00:01:37.500839168,,,22611296256.0,16916250624.0,33207541760.0
0 days 00:01:38.000135936,,,22611296256.0,16415342592.0,33207541760.0
0 days 00:01:38.000476928,,,22611296256.0,16415342592.0,33705459712.0
0 days 00:01:38.000940800,,,23180750848.0,16415342592.0,33705459712.0
0 days 00:01:38.500294144,,,23180750848.0,17671565312.0,33705459712.0
0 days 00:01:38.500416768,,,22500929536.0,17671565312.0,33705459712.0
0 days 00:01:38.501014784,,,22500929536.0,17671565312.0,33836167168.0
0 days 00:01:39.000008704,,,21507584000.0,17671565312.0,33836167168.0
0 days 00:01:39.000502016,,,21507584000.0,17671565312.0,34116575232.0
0 days 00:01:39.000839936,,,21507584000.0,18457083904.0,34116575232.0
0 days 00:01:39.500385024,,,21507584000.0,18457083904.0,34338533376.0
0 days 00:01:39.500730112,,,21507584000.0,15859924992.0,34338533376.0
0 days 00:01:39.500923648,,,21930344448.0,15859924992.0,34338533376.0
0 days 00:01:40.000726784,,,21930344448.0,15859924992.0,34260684800.0
0 days 00:01:40.000729600,,,20252626944.0,15859924992.0,34260684800.0
0 days 00:01:40.001381120,,,20252626944.0,16200216576.0,34260684800.0
0 days 00:01:40.500139008,,,20252626944.0,16200216576.0,34587377664.0
0 days 00:01:40.500404224,,,20252626944.0,17336016896.0,34587377664.0
0 days 00:01:40.500643840,,,19506466816.0,17336016896.0,34587377664.0
0 days 00:01:41.000269824,,,19115134976.0,17336016896.0,34587377664.0
0 days 00:01:41.000663040,,,19115134976.0,17336016896.0,34521427968.0
0 days 00:01:41.001342208,,,19115134976.0,16524206080.0,34521427968.0
0 days 00:01:41.500448768,,,19096854528.0,16524206080.0,34521427968.0
0 days 00:01:41.500868864,,,19096854528.0,16524206080.0,35126976512.0
0 days 00:01:41.501111040,,,19096854528.0,16497197056.0,35126976512.0
0 days 00:01:42.000207872,,,19297349632.0,16497197056.0,35126976512.0
0 days 00:01:42.000285952,,,19297349632.0,16497197056.0,35231617024.0
0 days 00:01:42.000856064,,,19297349632.0,16966455296.0,35231617024.0
0 days 00:01:42.500692224,,,19297349632.0,16951578624.0,35231617024.0
0 days 00:01:42.500828928,,,19297349632.0,16951578624.0,35054301184.0
0 days 00:01:42.501035776,,,19976433664.0,16951578624.0,35054301184.0
0 days 00:01:43.000172032,,,19976433664.0,16968888320.0,35054301184.0
0 days 00:01:43.000297984,,,19976433664.0,16968888320.0,35081334784.0
0 days 00:01:43.000438784,,,20580499456.0,16968888320.0,35081334784.0
0 days 00:01:43.500070912,,,20580499456.0,16968888320.0,35304751104.0
0 days 00:01:43.500783872,,,18960826368.0,16968888320.0,35304751104.0
0 days 00:01:43.501013248,,,18960826368.0,17457516544.0,35304751104.0
0 days 00:01:44.000205824,,,18960826368.0,17457516544.0,35941093376.0
0 days 00:01:44.000263168,,,18960826368.0,18334281728.0,35941093376.0
0 days 00:01:44.000687616,,,19015757824.0,18334281728.0,35941093376.0
0 days 00:01:44.500067072,,,19015757824.0,19776212992.0,35941093376.0
0 days 00:01:44.500278784,,,19015757824.0,19776212992.0,36357353472.0
0 days 00:01:44.500853760,,,18789646336.0,19776212992.0,36357353472.0
0 days 00:01:45.000635648,,,19047944192.0,19776212992.0,36357353472.0
0 days 00:01:45.000902912,,,19047944192.0,19776212992.0,36152692736.0
0 days 00:01:45.002106112,,,19047944192.0,18944315392.0,36152692736.0
0 days 00:01:45.500185856,,,18538016768.0,18944315392.0,36152692736.0
0 days 00:01:45.500528896,,,18538016768.0,18944315392.0,36283576320.0
0 days 00:01:45.501700096,,,18538016768.0,19020349440.0,36283576320.0
0 days 00:01:46.000138240,,,18538016768.0,19248201728.0,36283576320.0
0 days 00:01:46.000224768,,,19133378560.0,19248201728.0,36283576320.0
0 days 00:01:46.000917760,,,19133378560.0,19248201728.0,36433494016.0
0 days 00:01:46.500762880,,,19865190400.0,19248201728.0,36433494016.0
0 days 00:01:46.500941056,,,19865190400.0,19248201728.0,36442832896.0
0 days 00:01:46.501893120,,,19865190400.0,20315275264.0,36442832896.0
0 days 00:01:47.000367872,,,19865190400.0,20315275264.0,36656918528.0
0 days 00:01:47.000438784,,,19940167680.0,20315275264.0,36656918528.0
0 days 00:01:47.000750080,,,19940167680.0,20125597696.0,36656918528.0
0 days 00:01:47.500370944,,,19940167680.0,21272125440.0,36656918528.0
0 days 00:01:47.500576768,,,20328853504.0,21272125440.0,36656918528.0
0 days 00:01:47.500647936,,,20328853504.0,21272125440.0,37094768640.0
0 days 00:01:48.000530176,,,20328853504.0,21113872384.0,37094768640.0
0 days 00:01:48.000936960,,,20328853504.0,21113872384.0,37476552704.0
0 days 00:01:48.000981760,,,18891276288.0,21113872384.0,37476552704.0
0 days 00:01:48.500082176,,,18891276288.0,20606013440.0,37476552704.0
0 days 00:01:48.500423680,,,18820718592.0,20606013440.0,37476552704.0
0 days 00:01:48.500691712,,,18820718592.0,20606013440.0,37497417728.0
0 days 00:01:49.000108800,,,18820718592.0,20606013440.0,37562044416.0
0 days 00:01:49.000186880,,,18820718592.0,20963790848.0,37562044416.0
0 days 00:01:49.000430592,,,17736503296.0,20963790848.0,37562044416.0
0 days 00:01:49.500554752,,,19169140736.0,20963790848.0,37562044416.0
0 days 00:01:49.500927744,,,19169140736.0,20963790848.0,37762367488.0
0 days 00:01:49.501088,,,19169140736.0,21404864512.0,37762367488.0
0 days 00:01:50.000076544,,,18288582656.0,21404864512.0,37762367488.0
0 days 00:01:50.000662016,,,18288582656.0,21404864512.0,37937471488.0
0 days 00:01:50.000731904,,,18288582656.0,21587714048.0,37937471488.0
0 days 00:01:50.500126208,,,18288582656.0,22165217280.0,37937471488.0
0 days 00:01:50.500338688,,,17639632896.0,22165217280.0,37937471488.0
0 days 00:01:50.500924928,,,17639632896.0,22165217280.0,38170025984.0
0 days 00:01:51.000324864,,,18017480704.0,22165217280.0,38170025984.0
0 days 00:01:51.000608,,,18017480704.0,22165217280.0,38745083904.0
0 days 00:01:51.000985088,,,18017480704.0,21155463168.0,38745083904.0
0 days 00:01:51.500219904,,,18017480704.0,21155463168.0,38693224448.0
0 days 00:01:51.500545792,,,19797639168.0,21155463168.0,38693224448.0
0 days 00:01:51.500919296,,,19797639168.0,20888514560.0,38693224448.0
0 days 00:01:52.000173568,,,19527155712.0,20888514560.0,38693224448.0
0 days 00:01:52.000653824,,,19527155712.0,20888514560.0,38636466176.0
0 days 00:01:52.001027072,,,19527155712.0,19893260288.0,38636466176.0
0 days 00:01:52.500193792,,,18551578624.0,19893260288.0,38636466176.0
0 days 00:01:52.500574976,,,18551578624.0,19893260288.0,38708158464.0
0 days 00:01:52.501003008,,,18551578624.0,20055203840.0,38708158464.0
0 days 00:01:53.000400128,,,18551578624.0,20205936640.0,38708158464.0
0 days 00:01:53.000555008,,,18551578624.0,20205936640.0,38996779008.0
0 days 00:01:53.000697856,,,18691461120.0,20205936640.0,38996779008.0
0 days 00:01:53.500031744,,,18691461120.0,20205936640.0,39575756800.0
0 days 00:01:53.500595712,,,19046117376.0,20205936640.0,39575756800.0
0 days 00:01:53.500852224,,,19046117376.0,20661714944.0,39575756800.0
0 days 00:01:54.000165888,,,19046117376.0,20661714944.0,39540461568.0
0 days 00:01:54.000340992,,,19046117376.0,21325631488.0,39540461568.0
0 days 00:01:54.000519936,,,19698417664.0,21325631488.0,39540461568.0
0 days 00:01:54.500332800,,,19555491840.0,21325631488.0,39540461568.0
0 days 00:01:54.500365056,,,19555491840.0,21325631488.0,39400341504.0
0 days 00:01:54.500706048,,,19555491840.0,18587832320.0,39400341504.0
0 days 00:01:55.000144896,,,19555491840.0,18587832320.0,39734697984.0
0 days 00:01:55.000606720,,,19739525120.0,18587832320.0,39734697984.0
0 days 00:01:55.001022208,,,19739525120.0,18771423232.0,39734697984.0
0 days 00:01:55.500532992,,,19739525120.0,18771423232.0,40350572544.0
0 days 00:01:55.500830720,,,20849254400.0,18771423232.0,40350572544.0
0 days 00:01:55.500976128,,,20849254400.0,18674528256.0,40350572544.0
0 days 00:01:56.000115712,,,20576169984.0,18674528256.0,40350572544.0
0 days 00:01:56.000323072,,,20576169984.0,18674528256.0,40530776064.0
0 days 00:01:56.000401152,,,20576169984.0,18474229760.0,40530776064.0
0 days 00:01:56.500377856,,,20576169984.0,18474229760.0,40496865280.0
0 days 00:01:56.500408064,,,20576169984.0,18579529728.0,40496865280.0
0 days 00:01:56.500704768,,,21089267712.0,18579529728.0,40496865280.0
0 days 00:01:57.000556032,,,21089267712.0,18579529728.0,40459673600.0
0 days 00:01:57.000744704,,,21683605504.0,18579529728.0,40459673600.0
0 days 00:01:57.000842240,,,21683605504.0,18514558976.0,40459673600.0
0 days 00:01:57.500381952,,,21683605504.0,18514558976.0,40596865024.0
0 days 00:01:57.500809984,,,21683605504.0,17566187520.0,40596865024.0
0 days 00:01:57.500984832,,,21812334592.0,17566187520.0,40596865024.0
0 days 00:01:58.000457984,,,21812334592.0,17566187520.0,41184260096.0
0 days 00:01:58.000701952,,,21812334592.0,18677092352.0,41184260096.0
0 days 00:01:58.001017600,,,21111746560.0,18677092352.0,41184260096.0
0 days 00:01:58.500358656,,,21664256000.0,18677092352.0,41184260096.0
0 days 00:01:58.500421120,,,21664256000.0,16808435712.0,41184260096.0
0 days 00:01:58.500561920,,,21664256000.0,16808435712.0,41353625600.0
0 days 00:01:59.000229120,,,21664256000.0,16759504896.0,41353625600.0
0 days 00:01:59.000881920,,,21407154176.0,16759504896.0,41353625600.0
0 days 00:01:59.000935936,,,21407154176.0,16759504896.0,41303785472.0
0 days 00:01:59.500188160,,,21407154176.0,16739229696.0,41303785472.0
0 days 00:01:59.500313856,,,21542178816.0,16739229696.0,41303785472.0
0 days 00:01:59.500897792,,,21542178816.0,16739229696.0,41715748864.0
0 days 00:02:00.000631808,,,21955555328.0,16739229696.0,41715748864.0
0 days 00:02:00.001006080,,,21955555328.0,18109419520.0,41715748864.0
0 days 00:02:00.001030912,,,21955555328.0,18109419520.0,42146025472.0
0 days 00:02:00.500098816,,,22532583424.0,18109419520.0,42146025472.0
0 days 00:02:00.500872960,,,22532583424.0,18109419520.0,42560925696.0
0 days 00:02:00.500977152,,,22532583424.0,17403203584.0,42560925696.0
0 days 00:02:01.000566016,,,22532583424.0,15980736512.0,42560925696.0
0 days 00:02:01.000727808,,,22313779200.0,15980736512.0,42560925696.0
0 days 00:02:01.000798976,,,22313779200.0,15980736512.0,43039977472.0
0 days 00:02:01.500205056,,,22313779200.0,15980736512.0,42973425664.0
0 days 00:02:01.500671744,,,22821482496.0,15980736512.0,42973425664.0
0 days 00:02:01.501453056,,,22821482496.0,15182704640.0,42973425664.0
0 days 00:02:02.000202752,,,22821482496.0,15182704640.0,42843181056.0
0 days 00:02:02.000381952,,,22821482496.0,15236849664.0,42843181056.0
